"business_id","date","description"
69750,"20160810","Worker safety hazards  [ date violation corrected: 8/17/2016 ]"
69750,"20160810","Inadequate warewashing facilities or equipment  [ date violation corrected: 8/17/2016 ]"
69750,"20160810","Improper thawing methods   [ date violation corrected: 8/17/2016 ]"
69750,"20160810","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 8/17/2016 ]"
69750,"20160810","Foods not protected from contamination  [ date violation corrected: 8/17/2016 ]"
69750,"20160810","Improper cooling methods  [ date violation corrected: 8/17/2016 ]"
69750,"20160414","Permit license or inspection report not posted  [ date violation corrected: 8/10/2016 ]"
69750,"20160414","Foods not protected from contamination  [ date violation corrected: 8/10/2016 ]"
69750,"20160414","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/10/2016 ]"
69750,"20160414","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 8/10/2016 ]"
69753,"20170508","Improper or defective plumbing"
69753,"20160729","Improper or defective plumbing  [ date violation corrected: 5/8/2017 ]"
69753,"20160729","Improper storage of equipment utensils or linens  [ date violation corrected: 5/8/2017 ]"
69759,"20170912","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/6/2017 ]"
69759,"20170912","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 10/6/2017 ]"
69759,"20170912","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 10/6/2017 ]"
69759,"20170912","High risk food holding temperature   [ date violation corrected: 10/6/2017 ]"
69759,"20170912","Foods not protected from contamination  [ date violation corrected: 10/6/2017 ]"
69759,"20170912","Improper food storage  [ date violation corrected: 10/6/2017 ]"
69759,"20170912","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 10/6/2017 ]"
69759,"20170912","Food safety certificate or food handler card not available  [ date violation corrected: 10/6/2017 ]"
69759,"20160708","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/28/2016 ]"
69759,"20160708","Moderate risk vermin infestation  [ date violation corrected: 9/12/2017 ]"
69759,"20160708","Food safety certificate or food handler card not available  [ date violation corrected: 8/28/2016 ]"
69759,"20160708","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 8/28/2016 ]"
69759,"20160708","Improper thawing methods   [ date violation corrected: 8/28/2016 ]"
69759,"20160708","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 8/28/2016 ]"
69759,"20160708","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/28/2016 ]"
69759,"20160708","Unclean hands or improper use of gloves  [ date violation corrected: 8/28/2016 ]"
69759,"20150527","High risk food holding temperature   [ date violation corrected: 7/8/2016 ]"
69759,"20150527","Foods not protected from contamination  [ date violation corrected: 7/8/2016 ]"
69759,"20150527","Improper storage of equipment utensils or linens  [ date violation corrected: 7/8/2016 ]"
69759,"20150527","Worker safety hazards  [ date violation corrected: 7/8/2016 ]"
69761,"20170919","Improper food storage"
69761,"20161214","Inadequate ventilation or lighting  [ date violation corrected: 9/19/2017 ]"
69761,"20161214","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/19/2017 ]"
69762,"20171023","Foods not protected from contamination"
69762,"20171023","Unapproved or unmaintained equipment or utensils"
69762,"20171023","Unclean or unsanitary food contact surfaces  [ date violation corrected: 10/23/2017 ]"
69762,"20171023","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 11/1/2017 ]"
69762,"20171023","Moderate risk vermin infestation  [ date violation corrected: 11/1/2017 ]"
69762,"20171023","Unclean nonfood contact surfaces"
69762,"20161026","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 10/23/2017 ]"
69762,"20161026","Improper thawing methods   [ date violation corrected: 3/6/2017 ]"
69762,"20161026","Food safety certificate or food handler card not available  [ date violation corrected: 10/23/2017 ]"
69762,"20161026","Low risk vermin infestation  [ date violation corrected: 3/6/2017 ]"
69762,"20161026","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 3/8/2017 ]"
69762,"20161026","Foods not protected from contamination  [ date violation corrected: 3/8/2017 ]"
69762,"20160413","Foods not protected from contamination  [ date violation corrected: 4/29/2016 ]"
69762,"20160413","Moderate risk vermin infestation  [ date violation corrected: 10/26/2016 ]"
69762,"20160413","Improper thawing methods   [ date violation corrected: 10/26/2016 ]"
69762,"20160413","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/29/2016 ]"
69762,"20160413","Unclean hands or improper use of gloves  [ date violation corrected: 4/29/2016 ]"
69762,"20160413","High risk food holding temperature   [ date violation corrected: 4/29/2016 ]"
69762,"20160413","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 10/26/2016 ]"
69769,"20170613","Unclean or degraded floors walls or ceilings"
69769,"20170613","Inadequately cleaned or sanitized food contact surfaces"
69769,"20170613","Unclean nonfood contact surfaces"
69769,"20170613","Moderate risk food holding temperature   [ date violation corrected: 6/13/2017 ]"
69769,"20160628","Moderate risk food holding temperature   [ date violation corrected: 6/28/2016 ]"
69769,"20160628","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/13/2017 ]"
69769,"20160628","Low risk vermin infestation  [ date violation corrected: 6/13/2017 ]"
69769,"20160628","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 6/13/2017 ]"
69782,"20170726","Unapproved or unmaintained equipment or utensils"
69782,"20170726","Improper storage use or identification of toxic substances"
69782,"20170726","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 7/26/2017 ]"
69782,"20170726","Improper storage of equipment utensils or linens"
69782,"20170726","Low risk vermin infestation"
69782,"20150217","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 7/26/2017 ]"
69782,"20150217","Unclean or unsanitary food contact surfaces  [ date violation corrected: 7/26/2017 ]"
69782,"20150217","Improper storage of equipment utensils or linens  [ date violation corrected: 7/26/2017 ]"
69782,"20150217","Improper thawing methods   [ date violation corrected: 7/26/2017 ]"
69782,"20150217","Contaminated or adulterated food  [ date violation corrected: 7/26/2017 ]"
69782,"20150217","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 7/26/2017 ]"
69782,"20150217","Moderate risk food holding temperature   [ date violation corrected: 7/26/2017 ]"
69786,"20170919","Unclean or degraded floors walls or ceilings"
69786,"20170919","Unapproved or unmaintained equipment or utensils"
69786,"20170919","No hot water or running water  [ date violation corrected: 9/19/2017 ]"
69786,"20170919","Food safety certificate or food handler card not available"
69786,"20160406","Permit license or inspection report not posted  [ date violation corrected: 4/6/2016 ]"
69786,"20160406","High risk food holding temperature   [ date violation corrected: 4/6/2016 ]"
69786,"20160406","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/19/2017 ]"
69786,"20160406","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 9/19/2017 ]"
69792,"20161021","Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 11/10/2016 ]"
69792,"20161021","High risk food holding temperature   [ date violation corrected: 11/10/2016 ]"
69792,"20161021","Moderate risk vermin infestation  [ date violation corrected: 11/10/2016 ]"
69792,"20161021","Improper food storage  [ date violation corrected: 11/10/2016 ]"
69792,"20161021","Improper food labeling or menu misrepresentation  [ date violation corrected: 11/10/2016 ]"
69792,"20160412","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 10/21/2016 ]"
69792,"20160412","Foods not protected from contamination  [ date violation corrected: 10/21/2016 ]"
69792,"20160412","Non service animal  [ date violation corrected: 10/21/2016 ]"
69792,"20160412","Improper food storage  [ date violation corrected: 10/21/2016 ]"
69792,"20150923","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/12/2016 ]"
69792,"20150923","Foods not protected from contamination  [ date violation corrected: 4/12/2016 ]"
69792,"20150923","Non service animal  [ date violation corrected: 4/12/2016 ]"
69792,"20150923","Improper storage of equipment utensils or linens  [ date violation corrected: 4/12/2016 ]"
69799,"20171204","Unclean nonfood contact surfaces"
69799,"20171204","Unclean or degraded floors walls or ceilings"
69799,"20171012","Foods not protected from contamination"
69799,"20171012","Low risk vermin infestation"
69799,"20170118","Unclean nonfood contact surfaces  [ date violation corrected: 10/12/2017 ]"
69799,"20170118","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 10/12/2017 ]"
69799,"20170118","Improper thawing methods   [ date violation corrected: 10/12/2017 ]"
69799,"20170118","Improper storage of equipment utensils or linens  [ date violation corrected: 10/12/2017 ]"
69799,"20170118","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 10/12/2017 ]"
69799,"20160311","No plan review or Building Permit  [ date violation corrected: 1/18/2017 ]"
69799,"20160311","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/14/2016 ]"
69799,"20160211","Improper cooling methods  [ date violation corrected: 2/11/2016 ]"
69799,"20160211","Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/11/2016 ]"
69799,"20160211","Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 3/11/2016 ]"
69799,"20160211","Unclean nonfood contact surfaces  [ date violation corrected: 3/11/2016 ]"
69799,"20160211","Moderate risk food holding temperature   [ date violation corrected: 3/11/2016 ]"
69799,"20160211","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 3/11/2016 ]"
69799,"20160211","Foods not protected from contamination  [ date violation corrected: 3/11/2016 ]"
69799,"20160211","Inadequate ventilation or lighting  [ date violation corrected: 3/11/2016 ]"
69799,"20150617","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 6/30/2015 ]"
69799,"20150617","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/30/2015 ]"
69799,"20150617","Inadequate warewashing facilities or equipment  [ date violation corrected: 6/30/2015 ]"
69799,"20150617","Unclean or unsanitary food contact surfaces  [ date violation corrected: 6/24/2015 ]"
69799,"20150617","Improper storage of equipment utensils or linens  [ date violation corrected: 6/30/2015 ]"
69799,"20150617","Improper thawing methods   [ date violation corrected: 6/30/2015 ]"
69799,"20150617","Foods not protected from contamination  [ date violation corrected: 6/30/2015 ]"
69799,"20150617","Worker safety hazards  [ date violation corrected: 2/11/2016 ]"
69799,"20150617","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 6/30/2015 ]"
69813,"20171010","Moderate risk food holding temperature "
69813,"20171010","Inadequate and inaccessible handwashing facilities"
69813,"20161031","Foods not protected from contamination  [ date violation corrected: 10/10/2017 ]"
69813,"20160419","Unclean or unsanitary food contact surfaces  [ date violation corrected: 4/22/2016 ]"
69813,"20160419","Foods not protected from contamination  [ date violation corrected: 4/22/2016 ]"
69813,"20150511","Foods not protected from contamination  [ date violation corrected: 4/19/2016 ]"
69828,"20171031","Inadequate and inaccessible handwashing facilities"
69828,"20171031","Improper storage of equipment utensils or linens"
69828,"20171031","Unapproved or unmaintained equipment or utensils"
69828,"20160518","Unclean or unsanitary food contact surfaces  [ date violation corrected: 6/3/2016 ]"
69828,"20160518","Unclean hands or improper use of gloves  [ date violation corrected: 6/3/2016 ]"
69828,"20160518","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 6/3/2016 ]"
69849,"20170830","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/30/2017 ]"
69849,"20170830","Unclean nonfood contact surfaces"
69849,"20170830","Foods not protected from contamination  [ date violation corrected: 8/30/2017 ]"
69849,"20160802","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 8/3/2016 ]"
69849,"20160802","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 8/30/2017 ]"
69849,"20160802","High risk food holding temperature   [ date violation corrected: 8/3/2016 ]"
69849,"20160802","Unclean nonfood contact surfaces  [ date violation corrected: 8/30/2017 ]"
69849,"20160307","Improper cooling methods  [ date violation corrected: 3/18/2016 ]"
69849,"20160307","High risk food holding temperature   [ date violation corrected: 3/18/2016 ]"
69849,"20160307","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 3/18/2016 ]"
69849,"20150518","Improper food storage  [ date violation corrected: 5/27/2015 ]"
69849,"20150518","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/27/2015 ]"
69849,"20150518","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 5/27/2015 ]"
69849,"20150518","Moderate risk food holding temperature   [ date violation corrected: 5/27/2015 ]"
69850,"20150725","Moderate risk food holding temperature "
69850,"20150725","Food safety certificate or food handler card not available"
69850,"20150725","Permit license or inspection report not posted"
69863,"20170911","Permit license or inspection report not posted"
69863,"20170911","Inadequately cleaned or sanitized food contact surfaces"
69863,"20170911","Foods not protected from contamination"
69863,"20160525","Improper food storage  [ date violation corrected: 9/11/2017 ]"
69863,"20160525","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/11/2017 ]"
69884,"20171117","Inadequately cleaned or sanitized food contact surfaces"
69884,"20171117","Moderate risk vermin infestation"
69884,"20171117","Unclean nonfood contact surfaces"
69884,"20171117","Unclean or degraded floors walls or ceilings"
69884,"20171117","Permit license or inspection report not posted"
69884,"20171117","Improper storage of equipment utensils or linens"
69884,"20170511","Permit license or inspection report not posted  [ date violation corrected: 10/30/2017 ]"
69884,"20170511","Low risk vermin infestation  [ date violation corrected: 10/30/2017 ]"
69884,"20170511","Improper storage of equipment utensils or linens  [ date violation corrected: 10/30/2017 ]"
69884,"20170511","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/30/2017 ]"
69884,"20170511","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 10/30/2017 ]"
69884,"20170511","Unclean nonfood contact surfaces  [ date violation corrected: 10/30/2017 ]"
69884,"20170511","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 10/30/2017 ]"
69884,"20161202","Low risk vermin infestation  [ date violation corrected: 5/1/2017 ]"
69884,"20161202","Inadequate ventilation or lighting  [ date violation corrected: 5/1/2017 ]"
69884,"20161202","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/1/2017 ]"
69884,"20161202","Food safety certificate or food handler card not available  [ date violation corrected: 5/1/2017 ]"
69884,"20160630","Food safety certificate or food handler card not available  [ date violation corrected: 11/30/2016 ]"
69884,"20160630","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 11/30/2016 ]"
69884,"20160630","Unclean or degraded floors walls or ceilings  [ date violation corrected: 11/30/2016 ]"
69884,"20160630","Moderate risk food holding temperature   [ date violation corrected: 11/30/2016 ]"
69884,"20160128","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/28/2016 ]"
69884,"20160128","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 6/28/2016 ]"
69884,"20160128","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 6/28/2016 ]"
69884,"20160128","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 6/28/2016 ]"
69884,"20160128","Noncompliance with Gulf Coast oyster regulation  [ date violation corrected: 6/28/2016 ]"
69884,"20150506","Improper food storage  [ date violation corrected: 1/19/2016 ]"
69884,"20150506","Insufficient hot water or running water  [ date violation corrected: 1/19/2016 ]"
69884,"20150506","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 1/19/2016 ]"
69885,"20171221","Permit license or inspection report not posted"
69885,"20171221","Moderate risk vermin infestation"
69885,"20171221","Inadequately cleaned or sanitized food contact surfaces"
69885,"20170426","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 11/28/2017 ]"
69885,"20170426","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 11/28/2017 ]"
69885,"20160727","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 3/27/2017 ]"
69885,"20160727","Moderate risk food holding temperature   [ date violation corrected: 3/27/2017 ]"
69885,"20151230","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 7/5/2016 ]"
69895,"20170228","Improper food storage"
69906,"20170111","Improper storage of equipment utensils or linens  [ date violation corrected: 1/17/2017 ]"
69906,"20170111","Low risk vermin infestation  [ date violation corrected: 1/17/2017 ]"
69906,"20170111","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 1/17/2017 ]"
69906,"20170111","Unapproved or unmaintained equipment or utensils"
69906,"20160629","Improper or defective plumbing  [ date violation corrected: 1/11/2017 ]"
69906,"20160629","Improper food storage  [ date violation corrected: 1/11/2017 ]"
69906,"20160629","Unclean nonfood contact surfaces  [ date violation corrected: 1/11/2017 ]"
69906,"20160629","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/11/2017 ]"
69906,"20160629","Low risk vermin infestation  [ date violation corrected: 1/11/2017 ]"
69909,"20170830","Unclean nonfood contact surfaces"
69909,"20170830","Improper food storage"
69909,"20170830","Unclean or degraded floors walls or ceilings"
69909,"20170830","Moderate risk vermin infestation"
69909,"20170314","Improper food storage  [ date violation corrected: 8/28/2017 ]"
69909,"20170314","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/28/2017 ]"
69909,"20170314","Unclean nonfood contact surfaces  [ date violation corrected: 8/28/2017 ]"
69909,"20170314","Improper storage of equipment utensils or linens  [ date violation corrected: 8/28/2017 ]"
69909,"20160804","Improper food storage  [ date violation corrected: 2/27/2017 ]"
69909,"20160804","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 2/27/2017 ]"
69909,"20160804","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/27/2017 ]"
69909,"20160804","Unclean nonfood contact surfaces  [ date violation corrected: 2/27/2017 ]"
69909,"20160224","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/1/2016 ]"
69909,"20160224","Unclean nonfood contact surfaces  [ date violation corrected: 8/1/2016 ]"
69909,"20150714","Moderate risk vermin infestation  [ date violation corrected: 2/2/2016 ]"
69909,"20150714","Improper food storage  [ date violation corrected: 2/2/2016 ]"
69938,"20171023","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/24/2017 ]"
69938,"20171023","Unclean nonfood contact surfaces  [ date violation corrected: 10/24/2017 ]"
69938,"20171023","Improper storage use or identification of toxic substances  [ date violation corrected: 10/24/2017 ]"
69938,"20171023","Unclean or unsanitary food contact surfaces  [ date violation corrected: 10/24/2017 ]"
69938,"20171023","Low risk vermin infestation  [ date violation corrected: 10/24/2017 ]"
69938,"20170118","Improper storage use or identification of toxic substances  [ date violation corrected: 10/23/2017 ]"
69938,"20170118","Unclean or unsanitary food contact surfaces  [ date violation corrected: 10/23/2017 ]"
69938,"20170118","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/23/2017 ]"
69938,"20170118","Foods not protected from contamination  [ date violation corrected: 10/23/2017 ]"
69938,"20170118","Food in poor condition  [ date violation corrected: 10/23/2017 ]"
69938,"20170118","Improper storage of equipment utensils or linens  [ date violation corrected: 10/23/2017 ]"
69938,"20170118","High risk vermin infestation  [ date violation corrected: 10/23/2017 ]"
69938,"20160106","Improper food storage  [ date violation corrected: 1/18/2017 ]"
69938,"20160106","Foods not protected from contamination  [ date violation corrected: 1/18/2017 ]"
69938,"20160106","Moderate risk vermin infestation  [ date violation corrected: 1/18/2017 ]"
69938,"20160106","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/18/2017 ]"
69938,"20160106","Permit license or inspection report not posted  [ date violation corrected: 1/18/2017 ]"
69938,"20160106","Improper storage use or identification of toxic substances  [ date violation corrected: 1/18/2017 ]"
69945,"20170617","High risk food holding temperature "
69945,"20170617","Inadequate food safety knowledge or lack of certified food safety manager"
69945,"20170617","Inadequately cleaned or sanitized food contact surfaces"
69945,"20150316","Insufficient hot water or running water  [ date violation corrected: 1/19/2016 ]"
69945,"20150316","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/19/2016 ]"
69945,"20150316","High risk food holding temperature   [ date violation corrected: 1/19/2016 ]"
69957,"20170201","Inadequate ventilation or lighting"
69957,"20170201","Moderate risk vermin infestation"
69957,"20170201","Inadequate procedures or records for time as a public health control "
69957,"20170201","Improper food storage"
69957,"20150316","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 2/1/2017 ]"
69957,"20150316","Inadequate ventilation or lighting  [ date violation corrected: 2/1/2017 ]"
69962,"20170918","Moderate risk vermin infestation  [ date violation corrected: 9/18/2017 ]"
69962,"20170918","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/18/2017 ]"
69962,"20170918","Permit license or inspection report not posted"
69962,"20170918","Improper food storage  [ date violation corrected: 9/18/2017 ]"
69962,"20170918","Unapproved or unmaintained equipment or utensils"
69962,"20160617","Foods not protected from contamination  [ date violation corrected: 6/29/2016 ]"
69962,"20160617","Improper cooling methods  [ date violation corrected: 6/17/2016 ]"
69962,"20160617","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 6/29/2016 ]"
69962,"20160617","Improper food storage  [ date violation corrected: 6/29/2016 ]"
69962,"20160617","Moderate risk food holding temperature   [ date violation corrected: 6/17/2016 ]"
69962,"20160617","Permit license or inspection report not posted  [ date violation corrected: 6/17/2016 ]"
69962,"20160617","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 6/17/2016 ]"
69978,"20170228","High risk food holding temperature "
69978,"20170228","No thermometers or uncalibrated thermometers "
69978,"20170228","Inadequate warewashing facilities or equipment  [ date violation corrected: 2/28/2017 ]"
69984,"20170824","Moderate risk vermin infestation"
69984,"20170824","Unclean hands or improper use of gloves  [ date violation corrected: 8/24/2017 ]"
69984,"20170315","Inadequate HACCP plan record keeping  [ date violation corrected: 3/22/2017 ]"
69984,"20170315","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/22/2017 ]"
69984,"20170315","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 3/22/2017 ]"
69984,"20160914","Improper food labeling or menu misrepresentation  [ date violation corrected: 10/11/2016 ]"
69984,"20160914","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 10/11/2016 ]"
69984,"20160914","High risk food holding temperature   [ date violation corrected: 10/11/2016 ]"
69984,"20160225","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 9/14/2016 ]"
69984,"20160225","Improper thawing methods   [ date violation corrected: 9/14/2016 ]"
69984,"20160225","Moderate risk food holding temperature   [ date violation corrected: 9/14/2016 ]"
69984,"20160225","Foods not protected from contamination  [ date violation corrected: 9/14/2016 ]"
69984,"20150126","Inadequate ventilation or lighting  [ date violation corrected: 9/23/2015 ]"
69984,"20150126","Improper storage of equipment utensils or linens  [ date violation corrected: 9/23/2015 ]"
69984,"20150126","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/23/2015 ]"
70014,"20160121","Inadequate warewashing facilities or equipment"
70014,"20160121","Improperly displayed mobile food permit or signage"
70014,"20150325","Improper food storage  [ date violation corrected: 4/22/2015 ]"
70014,"20150325","No hot water or running water  [ date violation corrected: 4/22/2015 ]"
70014,"20150325","Unclean or unsanitary food contact surfaces  [ date violation corrected: 4/22/2015 ]"
70014,"20150325","Moderate risk food holding temperature   [ date violation corrected: 4/22/2015 ]"
70017,"20180124","No hot water or running water"
70017,"20180124","Improper storage of equipment utensils or linens"
70017,"20171011","Moderate risk food holding temperature   [ date violation corrected: 10/13/2017 ]"
70017,"20171011","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 10/13/2017 ]"
70017,"20171011","Food safety certificate or food handler card not available"
70017,"20161011","Improper thawing methods   [ date violation corrected: 10/25/2016 ]"
70017,"20161011","Moderate risk food holding temperature   [ date violation corrected: 11/1/2016 ]"
70017,"20161011","Foods not protected from contamination  [ date violation corrected: 10/25/2016 ]"
70017,"20161011","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 11/1/2016 ]"
70017,"20161011","Inadequate warewashing facilities or equipment  [ date violation corrected: 10/25/2016 ]"
70017,"20161011","Unclean nonfood contact surfaces  [ date violation corrected: 10/25/2016 ]"
70017,"20161011","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 11/1/2016 ]"
70017,"20160405","Foods not protected from contamination  [ date violation corrected: 10/11/2016 ]"
70019,"20170710","Improper cooling methods  [ date violation corrected: 7/21/2017 ]"
70019,"20170710","Moderate risk food holding temperature   [ date violation corrected: 7/21/2017 ]"
70019,"20170710","Moderate risk vermin infestation  [ date violation corrected: 7/21/2017 ]"
70019,"20150902","Inadequate ventilation or lighting  [ date violation corrected: 9/15/2015 ]"
70019,"20150902","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 9/15/2015 ]"
70019,"20150902","Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/15/2015 ]"
70022,"20170926","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/26/2017 ]"
70022,"20170926","Improper cooling methods  [ date violation corrected: 9/26/2017 ]"
70022,"20170926","No thermometers or uncalibrated thermometers "
70022,"20170926","Unclean or degraded floors walls or ceilings"
70022,"20170926","High risk food holding temperature   [ date violation corrected: 9/26/2017 ]"
70022,"20160331","Improper food storage  [ date violation corrected: 9/26/2017 ]"
70022,"20160331","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/31/2016 ]"
70022,"20160331","High risk food holding temperature   [ date violation corrected: 3/31/2016 ]"
70022,"20160331","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 3/31/2016 ]"
70022,"20160331","Other low risk violation  [ date violation corrected: 3/31/2016 ]"
70022,"20160331","Improper cooling methods  [ date violation corrected: 3/31/2016 ]"
70022,"20160331","Improper storage use or identification of toxic substances  [ date violation corrected: 3/31/2016 ]"
70022,"20150128","Improper food storage  [ date violation corrected: 2/10/2015 ]"
70022,"20150128","High risk food holding temperature   [ date violation corrected: 2/10/2015 ]"
70022,"20150128","Moderate risk vermin infestation  [ date violation corrected: 2/10/2015 ]"
70022,"20150128","Improper cooling methods  [ date violation corrected: 2/10/2015 ]"
70034,"20171017","Inadequate warewashing facilities or equipment  [ date violation corrected: 10/17/2017 ]"
70034,"20171017","Improper storage of equipment utensils or linens  [ date violation corrected: 10/17/2017 ]"
70034,"20171017","Inadequate food safety knowledge or lack of certified food safety manager"
70034,"20160614","Improper food labeling or menu misrepresentation  [ date violation corrected: 10/17/2017 ]"
70034,"20160614","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/14/2016 ]"
70034,"20160614","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 10/17/2017 ]"
70034,"20160614","Unclean nonfood contact surfaces  [ date violation corrected: 10/17/2017 ]"
70044,"20160514","Unapproved or unmaintained equipment or utensils"
70044,"20160514","Food safety certificate or food handler card not available"
70044,"20160514","Unsanitary employee garments hair or nails"
70044,"20160514","Unclean hands or improper use of gloves"
70044,"20151025","Food safety certificate or food handler card not available  [ date violation corrected: 10/29/2015 ]"
70044,"20151025","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 10/25/2015 ]"
70058,"20170809","Improper storage of equipment utensils or linens"
70064,"20171101","High risk food holding temperature   [ date violation corrected: 11/9/2017 ]"
70064,"20171101","Improper reheating of food  [ date violation corrected: 11/9/2017 ]"
70064,"20171101","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 11/9/2017 ]"
70064,"20171101","Improper cooling methods  [ date violation corrected: 11/9/2017 ]"
70064,"20161207","Improper or defective plumbing  [ date violation corrected: 11/1/2017 ]"
70064,"20161207","Moderate risk food holding temperature   [ date violation corrected: 11/1/2017 ]"
70064,"20160607","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 12/7/2016 ]"
70064,"20160607","Moderate risk food holding temperature   [ date violation corrected: 12/7/2016 ]"
70064,"20160607","Insufficient hot water or running water  [ date violation corrected: 12/7/2016 ]"
70064,"20160607","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 12/7/2016 ]"
70064,"20150519","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/7/2016 ]"
70064,"20150519","Moderate risk food holding temperature   [ date violation corrected: 6/7/2016 ]"
