CASENO,OFFENSE,CVLEGEND,BLKADDR,EVENTDTTM,Latitude,Longitude,Day
17024804,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1200 ASHBY AVE,2017-05-03 09:21:00,37.852211,-122.286336,Wednesday
17048229,BURGLARY AUTO,BURGLARY - VEHICLE,200 UNIVERSITY AVE,2017-08-16 19:00:00,37.865491,-122.310065,Wednesday
17049889,FRAUD/FORGERY,FRAUD,SHATTUCK AVENUE & WALNUT ST,2017-08-23 08:00:00,37.887961,-122.269822,Wednesday
17041869,ARSON,ARSON,2000 CARLETON ST,2017-07-19 00:11:00,37.860926,-122.269532,Wednesday
17035905,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1900 VINE ST,2017-06-21 19:30:00,37.879679,-122.273638,Wednesday
17043644,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1600 FOURTH ST,2017-07-26 18:00:00,37.873661,-122.301831,Wednesday
17043433,ASSAULT/BATTERY MISD.,ASSAULT,2000 SHATTUCK AVE,2017-07-26 09:06:00,37.8719,-122.268389,Wednesday
17029480,BURGLARY AUTO,BURGLARY - VEHICLE,2300 TELEGRAPH AVE,2017-05-24 16:24:00,37.868714,-122.259189,Wednesday
17022126,ASSAULT/BATTERY MISD.,ASSAULT,900 SAN BENITO RD,2017-04-12 10:00:00,37.892152,-122.269211,Wednesday
17017468,MISSING ADULT,MISSING PERSON,1500 LE ROY AVE,2017-03-29 04:00:00,37.881776,-122.260421,Wednesday
17041955,DISTURBANCE,DISORDERLY CONDUCT,1900 FOURTH ST,2017-07-19 12:45:00,37.868281,-122.300102,Wednesday
17091194,BURGLARY AUTO,BURGLARY - VEHICLE,600 SAN LUIS RD,2017-06-21 22:00:00,37.899812,-122.275273,Wednesday
17026402,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,900 CEDAR ST,2017-05-10 06:30:00,37.87436,-122.298387,Wednesday
17021844,BURGLARY AUTO,BURGLARY - VEHICLE,2100 FOURTH ST,2017-04-19 19:00:00,37.866253,-122.299483,Wednesday
17033241,THEFT MISD. (UNDER $950),LARCENY,200 MARINA BLVD,2017-06-07 22:00:00,37.868667,-122.313656,Wednesday
17035667,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1600 LINCOLN ST,2017-06-21 00:00:00,37.876084,-122.280105,Wednesday
17020376,ASSAULT/BATTERY MISD.,ASSAULT,1700 MARIN AVE,2017-04-12 18:50:00,37.889507,-122.28167,Wednesday
17016035,BURGLARY AUTO,BURGLARY - VEHICLE,FULTON STREET & CHANNING WAY,2017-03-22 16:20:00,37.866037,-122.265618,Wednesday
17048160,DISTURBANCE,DISORDERLY CONDUCT,1400 SHATTUCK AVE,2017-08-09 00:00:00,37.881957,-122.269551,Wednesday
17026435,THEFT MISD. (UNDER $950),LARCENY,1500 HOPKINS ST,2017-05-10 15:00:00,37.881004,-122.283225,Wednesday
17043633,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2200 BANCROFT WAY,2017-07-26 18:30:00,37.867871,-122.26565,Wednesday
17030196,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1400 SUMMIT RD,2017-05-24 14:00:00,37.884314,-122.24683,Wednesday
17048213,BURGLARY AUTO,BURGLARY - VEHICLE,2700 SHATTUCK AVE,2017-08-16 13:30:00,37.859802,-122.267177,Wednesday
17031654,BURGLARY AUTO,BURGLARY - VEHICLE,2000 FIFTH ST,2017-05-17 01:15:00,37.867271,-122.298682,Wednesday
17044144,FRAUD/FORGERY,FRAUD,1800 FOURTH ST,2017-07-26 12:45:00,37.869944,-122.300636,Wednesday
17018902,DISTURBANCE,DISORDERLY CONDUCT,1900 SHATTUCK AVE,2017-04-05 11:00:00,37.873687,-122.268616,Wednesday
17032748,ASSAULT/BATTERY MISD.,ASSAULT,1700 TENTH ST,2017-06-07 22:00:00,37.873024,-122.294652,Wednesday
17091628,BURGLARY AUTO,BURGLARY - VEHICLE,1700 WALNUT ST,2017-08-16 07:50:00,37.876595,-122.267789,Wednesday
17046727,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2300 FOURTH ST,2017-08-09 23:00:00,37.862844,-122.298368,Wednesday
17091259,THEFT MISD. (UNDER $950),LARCENY,RUSSELL ST.&COLLEGE AVE. ST,2017-06-28 17:00:00,,,Wednesday
17040670,FRAUD/FORGERY,FRAUD,1600 LA LOMA AVE,2017-07-12 13:57:00,37.879648,-122.2577,Wednesday
17038942,BURGLARY AUTO,BURGLARY - VEHICLE,FOURTH STREET & ALLSTON WAY,2017-07-05 22:00:00,37.864836,-122.299024,Wednesday
17037521,VANDALISM,VANDALISM,2400 DURANT AVE,2017-06-28 00:00:00,37.867513,-122.26127,Wednesday
17043615,VANDALISM,VANDALISM,2400 TELEGRAPH AVE,2017-07-26 20:00:00,37.866761,-122.258779,Wednesday
17091641,THEFT MISD. (UNDER $950),LARCENY,1100 ADDISON ST,2017-07-05 21:00:00,37.868161,-122.291751,Wednesday
17090857,IDENTITY THEFT,FRAUD,2300 WARRING ST,2017-04-26 16:10:00,37.869137,-122.250908,Wednesday
17026387,ASSAULT/BATTERY MISD.,ASSAULT,1900 ALLSTON WAY,2017-05-03 13:25:00,37.868785,-122.272701,Wednesday
17029390,DISTURBANCE,DISORDERLY CONDUCT,2200 MILVIA ST,2017-05-24 10:37:00,37.868574,-122.270415,Wednesday
17023123,NARCOTICS,DRUG VIOLATION,ALCATRAZ AVENUE & COLLEGE AVE,2017-04-26 04:30:00,37.851263,-122.252477,Wednesday
17027922,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,900 BANCROFT WAY,2017-05-17 00:00:00,37.863758,-122.295053,Wednesday
17091252,BURGLARY AUTO,BURGLARY - VEHICLE,1300 SIXTH ST,2017-06-28 19:45:00,37.879335,-122.301332,Wednesday
17091082,BURGLARY AUTO,BURGLARY - VEHICLE,1800 DELAWARE ST,2017-05-31 22:00:00,37.873921,-122.275577,Wednesday
17027959,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2800 EIGHTH ST,2017-05-17 16:00:00,37.855509,-122.291368,Wednesday
17021991,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1700 DERBY ST,2017-04-19 12:30:00,37.859259,-122.275787,Wednesday
17023168,ASSAULT/BATTERY MISD.,ASSAULT,SIXTY-THIRD STREET & KING ST,2017-04-26 11:30:00,,,Wednesday
17032627,DOMESTIC VIOLENCE,FAMILY OFFENSE,2000 VIRGINIA ST,2017-06-07 12:44:00,37.876297,-122.27124,Wednesday
17043546,BURGLARY AUTO,BURGLARY - VEHICLE,1300 NINTH ST,2017-07-26 19:00:00,37.879708,-122.297995,Wednesday
17025035,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2000 MILVIA ST,2017-05-03 19:30:00,37.871461,-122.270706,Wednesday
17091147,BURGLARY AUTO,BURGLARY - VEHICLE,,2017-06-14 03:00:00,,,Wednesday
17045156,DISTURBANCE,DISORDERLY CONDUCT,2200 DWIGHT WAY,2017-08-02 16:30:00,37.864238,-122.265263,Wednesday
17091138,VANDALISM,VANDALISM,2400 BOWDITCH ST,2017-06-14 21:00:00,37.867209,-122.256554,Wednesday
17035785,BURGLARY AUTO,BURGLARY - VEHICLE,PARKER STREET & NINTH ST,2017-06-21 17:15:00,37.858892,-122.29127,Wednesday
17040440,DISTURBANCE,DISORDERLY CONDUCT,1900 SHATTUCK AVE,2017-07-12 20:42:00,37.873687,-122.268616,Wednesday
17020255,VANDALISM,VANDALISM,2900 OTIS ST,2017-04-12 06:30:00,37.856134,-122.270198,Wednesday
17090528,VANDALISM,VANDALISM,1200 ORDWAY ST,2017-03-08 23:20:00,37.881602,-122.286332,Wednesday
17024829,VEHICLE STOLEN,MOTOR VEHICLE THEFT,600 GILMAN ST,2017-03-15 00:01:00,37.878411,-122.306041,Wednesday
17027872,THEFT MISD. (UNDER $950),LARCENY,2500 DWIGHT WAY,2017-05-17 09:40:00,37.865134,-122.258331,Wednesday
17048112,DOMESTIC VIOLENCE,FAMILY OFFENSE,ADELINE STREET & SIXTY-THIRD ST,2017-08-16 11:30:00,,,Wednesday
17040543,BURGLARY AUTO,BURGLARY - VEHICLE,2000 BANCROFT WAY,2017-07-12 11:30:00,37.867336,-122.269876,Wednesday
17026573,MISSING JUVENILE,MISSING PERSON,1600 PRINCE ST,2017-05-10 12:00:00,37.85177,-122.276489,Wednesday
17040369,DISTURBANCE,DISORDERLY CONDUCT,2100 PRINCE ST,2017-07-12 00:00:00,37.8531,-122.266131,Wednesday
17013079,THEFT FROM AUTO,LARCENY - FROM VEHICLE,500 TAMALPAIS RD,2017-03-08 00:00:00,,,Wednesday
17032760,NARCOTICS,DRUG VIOLATION,600 ADDISON ST,2017-06-07 23:24:00,37.865793,-122.301779,Wednesday
17040633,IDENTITY THEFT,FRAUD,3000 WHEELER ST,2017-07-12 12:00:00,37.855389,-122.264552,Wednesday
17045016,DOMESTIC VIOLENCE,FAMILY OFFENSE,2100 SPAULDING AVE,2017-08-02 20:00:00,37.869578,-122.280839,Wednesday
17041074,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1200 GLEN AVE,2017-07-12 13:00:00,37.88637,-122.26434,Wednesday
17045071,THEFT MISD. (UNDER $950),LARCENY,1800 SHATTUCK AVE,2017-08-02 12:00:00,37.874781,-122.268758,Wednesday
17040436,DISTURBANCE,DISORDERLY CONDUCT,1900 SHATTUCK AVE,2017-07-12 19:44:00,37.873687,-122.268616,Wednesday
17023301,NARCOTICS,DRUG VIOLATION,HILLEGASS AVENUE & DWIGHT WAY,2017-04-26 23:24:00,37.865374,-122.256511,Wednesday
17091095,BURGLARY AUTO,BURGLARY - VEHICLE,2400 BROWNING ST,2017-06-07 07:15:00,37.863241,-122.287227,Wednesday
17090652,THEFT MISD. (UNDER $950),LARCENY,800 UNIVERSITY AVE,2017-03-29 16:15:00,37.867723,-122.298406,Wednesday
17034119,ASSAULT/BATTERY FEL.,ASSAULT,UNIVERSITY AVENUE & SECOND ST,2017-06-14 11:30:00,37.866981,-122.302083,Wednesday
17032691,DISTURBANCE,DISORDERLY CONDUCT,5325 BRODER BLVD,2017-06-07 00:00:00,,,Wednesday
17049750,NARCOTICS,DRUG VIOLATION,2500 DURANT AVE,2017-08-23 02:00:00,37.867852,-122.258699,Wednesday
17021777,THEFT MISD. (UNDER $950),LARCENY,2500 BANCROFT WAY,2017-04-19 16:50:00,37.868722,-122.259123,Wednesday
17049611,FRAUD/FORGERY,FRAUD,2400 WARRING ST,2017-05-17 12:00:00,37.867708,-122.250801,Wednesday
17026559,VEHICLE STOLEN,MOTOR VEHICLE THEFT,900 ADDISON ST,2017-05-10 08:30:00,37.866936,-122.296218,Wednesday
17045050,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,900 MURRAY ST,2017-08-02 22:31:00,37.850809,-122.291042,Wednesday
17033663,DISTURBANCE,DISORDERLY CONDUCT,2100 VINE ST,2017-06-14 06:52:00,37.880266,-122.269032,Wednesday
17022073,DOMESTIC VIOLENCE,FAMILY OFFENSE,900 UNIVERSITY AVE,2017-04-19 09:00:00,37.868273,-122.295963,Wednesday
17091033,BURGLARY AUTO,BURGLARY - VEHICLE,2100 DURANT AVE,2017-05-31 13:50:00,37.866739,-122.267299,Wednesday
17014462,THEFT MISD. (UNDER $950),LARCENY,1400 SHATTUCK AVE,2017-03-15 14:00:00,37.881957,-122.269551,Wednesday
17017467,DISTURBANCE,DISORDERLY CONDUCT,1100 BANCROFT WAY,2017-03-29 11:40:00,37.864677,-122.290292,Wednesday
17034187,BURGLARY AUTO,BURGLARY - VEHICLE,ALLSTON WAY & SHATTUCK AVE,2017-06-14 15:15:00,37.86939,-122.267883,Wednesday
17044912,MISSING ADULT,MISSING PERSON,2100 KITTREDGE ST,2017-08-02 06:00:00,37.868512,-122.26781,Wednesday
17043486,DISTURBANCE,DISORDERLY CONDUCT,2000 CENTER ST,2017-07-26 13:53:00,37.869973,-122.270557,Wednesday
17091198,BURGLARY AUTO,BURGLARY - VEHICLE,GILMAN STREET & FIFTH ST,2017-06-21 18:00:00,37.879129,-122.302478,Wednesday
17047308,THEFT MISD. (UNDER $950),LARCENY,2600 SHATTUCK AVE,2017-07-12 09:00:00,37.861677,-122.26716,Wednesday
17049862,BURGLARY AUTO,BURGLARY - VEHICLE,1600 UNIVERSITY AVE,2017-08-23 14:25:00,37.870652,-122.27958,Wednesday
17021890,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,600 GILMAN ST,2017-04-19 23:00:00,37.878411,-122.306041,Wednesday
17043466,THEFT MISD. (UNDER $950),LARCENY,2000 BANCROFT WAY,2017-07-26 08:20:00,37.867336,-122.269876,Wednesday
17046545,DOMESTIC VIOLENCE,FAMILY OFFENSE,1300 UNIVERSITY AVE,2017-08-09 06:45:00,37.869764,-122.28655,Wednesday
17029367,ASSAULT/BATTERY MISD.,ASSAULT,1900 CENTER ST,2017-05-24 07:40:00,37.869685,-122.272804,Wednesday
17018898,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2700 NINTH ST,2017-04-05 11:00:00,37.85736,-122.290804,Wednesday
17017546,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1200 ASHBY AVE,2017-03-29 15:30:00,37.852211,-122.286336,Wednesday
17040477,NARCOTICS,DRUG VIOLATION,SECOND STREET & PAGE ST,2017-07-12 22:42:00,37.875531,-122.304855,Wednesday
17038964,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2300 CARLETON ST,2017-07-05 18:00:00,37.861887,-122.262292,Wednesday
17044846,DISTURBANCE,DISORDERLY CONDUCT,2000 UNIVERSITY AVE,2017-08-02 00:30:00,37.871828,-122.270516,Wednesday
17090557,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,2017-03-15 21:45:00,37.863611,-122.317566,Wednesday
17043391,ASSAULT/BATTERY FEL.,ASSAULT,3300 CALIFORNIA ST,2017-07-26 02:27:00,37.847838,-122.275741,Wednesday
17040671,THEFT FELONY (OVER $950),LARCENY,1900 FOURTH ST,2017-07-12 14:30:00,37.868281,-122.300102,Wednesday
17037345,DISTURBANCE,DISORDERLY CONDUCT,2200 SHATTUCK AVE,2017-06-28 15:46:00,37.869363,-122.268028,Wednesday
17021714,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2100 ALLSTON WAY,2017-04-19 06:15:00,37.86939,-122.267883,Wednesday
17037754,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2700 DOHR ST,2017-06-28 08:00:00,37.857694,-122.281628,Wednesday
17026487,DISTURBANCE,DISORDERLY CONDUCT,3000 ADELINE ST,2017-05-10 20:16:00,37.85488,-122.269079,Wednesday
17091652,VANDALISM,VANDALISM,2000 ALLSTON WAY,2017-08-16 23:00:00,37.869096,-122.270137,Wednesday
17041962,VEHICLE STOLEN,MOTOR VEHICLE THEFT,"37.8807494790000000, -122.3091692310000000",2017-07-19 11:00:00,,,Wednesday
17046601,DISTURBANCE,DISORDERLY CONDUCT,2700 SHATTUCK AVE,2017-08-09 10:27:00,37.859802,-122.267177,Wednesday
17038923,BURGLARY AUTO,BURGLARY - VEHICLE,FIFTH STREET & ADDISON ST,2017-07-05 20:00:00,37.866472,-122.298403,Wednesday
17034262,BURGLARY AUTO,BURGLARY - VEHICLE,ASHBY AVENUE & SAN PABLO AVE,2017-06-14 18:45:00,37.852155,-122.28661,Wednesday
17091135,BURGLARY AUTO,BURGLARY - VEHICLE,2450 DURANT AVE,2017-06-14 13:00:00,37.867668,-122.260109,Wednesday
17046798,FRAUD/FORGERY,FRAUD,1700 WARD ST,2017-08-09 11:00:00,37.858392,-122.275421,Wednesday
17016056,DISTURBANCE,DISORDERLY CONDUCT,2300 TELEGRAPH AVE,2017-03-22 20:05:00,37.868714,-122.259189,Wednesday
17017575,DISTURBANCE,DISORDERLY CONDUCT,2100 DWIGHT WAY,2017-03-29 20:50:00,37.863977,-122.267307,Wednesday
17027999,ASSAULT/BATTERY MISD.,ASSAULT,1900 SAN PABLO AVE,2017-05-17 19:25:00,37.870236,-122.292591,Wednesday
17038991,BURGLARY AUTO,BURGLARY - VEHICLE,2800 ADELINE ST,2017-07-05 21:53:00,37.858079,-122.268016,Wednesday
17023167,BRANDISHING,WEAPONS OFFENSE,TYLER STREET & CALIFORNIA ST,2017-04-26 11:19:00,,,Wednesday
17040468,ROBBERY,ROBBERY,2100 ALLSTON WAY,2017-07-12 22:17:00,37.86939,-122.267883,Wednesday
17046724,DOMESTIC VIOLENCE,FAMILY OFFENSE,2500 BENVENUE AVE,2017-08-09 22:47:00,37.865535,-122.255235,Wednesday
17018833,ROBBERY,ROBBERY,2500 DURANT AVE,2017-04-05 00:18:00,37.867852,-122.258699,Wednesday
17029387,BRANDISHING,WEAPONS OFFENSE,HASKELL STREET & SAN PABLO AVE,2017-05-24 10:00:00,37.85055,-122.285986,Wednesday
17037249,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1100 ARCH ST,2017-06-28 03:46:00,37.888784,-122.266699,Wednesday
17090559,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,2017-03-15 21:35:00,37.863611,-122.317566,Wednesday
17034134,THEFT MISD. (UNDER $950),LARCENY,3200 COLLEGE AVE,2017-06-14 12:35:00,37.851038,-122.252448,Wednesday
17038892,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,UNIVERSITY AVENUE & MCGEE AVE,2017-07-05 20:56:00,37.870924,-122.277518,Wednesday
17033937,THEFT FELONY (OVER $950),LARCENY,2000 CENTER ST,2017-06-07 23:00:00,37.869973,-122.270557,Wednesday
17035634,DISTURBANCE,DISORDERLY CONDUCT,ADDISON STREET & M L KING JR WAY,2017-06-21 00:15:00,,,Wednesday
17090729,VANDALISM,VANDALISM,2700 ADELINE ST,2017-04-12 18:30:00,37.859675,-122.267173,Wednesday
17021657,NARCOTICS,DRUG VIOLATION,2100 KITTREDGE ST,2017-04-19 04:04:00,37.868512,-122.26781,Wednesday
17090498,VANDALISM,VANDALISM,1200 ADDISON ST,2017-03-08 09:50:00,37.868655,-122.288064,Wednesday
17014972,FRAUD/FORGERY,FRAUD,100 HILL RD,2017-03-15 12:00:00,37.888241,-122.250875,Wednesday
17090989,THEFT MISD. (UNDER $950),LARCENY,2400 HASTE ST,2017-05-17 14:00:00,37.865849,-122.259977,Wednesday
17021347,IDENTITY THEFT,FRAUD,1800 GRANT ST,2017-03-08 06:48:00,37.873739,-122.275557,Wednesday
17040301,NARCOTICS,DRUG VIOLATION,1900 TENTH ST,2017-07-12 07:02:00,37.870213,-122.293749,Wednesday
17034106,DISTURBANCE,DISORDERLY CONDUCT,1500 CALIFORNIA ST,2017-06-14 10:15:00,37.878114,-122.280634,Wednesday
17091288,BURGLARY AUTO,BURGLARY - VEHICLE,1100 WARD ST,2017-07-05 01:40:00,37.856848,-122.288122,Wednesday
17029418,ASSAULT/BATTERY MISD.,ASSAULT,1600 UNIVERSITY AVE,2017-05-24 12:10:00,37.870652,-122.27958,Wednesday
17034326,VANDALISM,VANDALISM,2800 EIGHTH ST,2017-06-14 19:00:00,37.855509,-122.291368,Wednesday
17027844,DOMESTIC VIOLENCE,FAMILY OFFENSE,200 MARINA BLVD,2017-05-17 04:30:00,37.868667,-122.313656,Wednesday
17034249,BURGLARY AUTO,BURGLARY - VEHICLE,2400 HASTE ST,2017-06-14 19:35:00,37.865849,-122.259977,Wednesday
17037329,ASSAULT/BATTERY FEL.,ASSAULT,UNIVERSITY AVENUE & W FRONTAGE RD,2017-06-28 11:30:00,37.866265,-122.305592,Wednesday
17091385,IDENTITY THEFT,FRAUD,100 ALVARADO RD,2017-06-21 08:00:00,37.857707,-122.239858,Wednesday
17046701,THEFT MISD. (UNDER $950),LARCENY,1000 GILMAN ST,2017-08-09 19:15:00,37.88015,-122.297446,Wednesday
17091295,BURGLARY AUTO,BURGLARY - VEHICLE,1600 HARMON ST,2017-07-05 22:00:00,37.849099,-122.275932,Wednesday
17090553,VANDALISM,VANDALISM,100 SEAWALL DR,2017-03-15 20:10:00,37.863611,-122.317566,Wednesday
17090866,BURGLARY AUTO,BURGLARY - VEHICLE,1950 UNIVERSITY AVENUE 100,2017-05-03 08:00:00,37.871667,-122.27178,Wednesday
17090894,THEFT MISD. (UNDER $950),LARCENY,2100 KITTREDGE ST,2017-05-03 15:10:00,37.868512,-122.26781,Wednesday
17046582,BURGLARY AUTO,BURGLARY - VEHICLE,800 BOLIVAR DR,2017-08-09 10:30:00,,,Wednesday
17031239,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1100 CHANNING WAY,2017-05-31 19:00:00,37.862877,-122.290055,Wednesday
17045001,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2500 REGENT ST,2017-08-02 18:30:00,37.865202,-122.257795,Wednesday
17090601,BURGLARY AUTO,BURGLARY - VEHICLE,920 UNIVERSITY AVE,2017-03-22 19:30:00,37.868308,-122.295794,Wednesday
17021753,THEFT MISD. (UNDER $950),LARCENY,1000 ASHBY AVE,2017-04-19 14:08:00,37.851653,-122.289194,Wednesday
17091320,THEFT MISD. (UNDER $950),LARCENY,1900 MONTEREY AVE,2017-07-05 17:05:00,37.88812,-122.276319,Wednesday
17090739,VANDALISM,VANDALISM,2500 SAN PABLO AVE,2017-04-12 21:30:00,37.861078,-122.289632,Wednesday
17091452,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,2017-07-26 17:30:00,37.863611,-122.317566,Wednesday
17021761,ROBBERY,ROBBERY,1500 HOPKINS ST,2017-04-19 15:34:00,37.881004,-122.283225,Wednesday
17048474,MISSING ADULT,MISSING PERSON,2100 RUSSELL ST,2017-08-02 12:00:00,37.856719,-122.266672,Wednesday
17029360,DOMESTIC VIOLENCE,FAMILY OFFENSE,2300 SAN PABLO AVE,2017-05-24 06:49:00,37.864411,-122.290705,Wednesday
17042020,DISTURBANCE,DISORDERLY CONDUCT,CENTER STREET & SHATTUCK AVE,2017-07-19 18:25:00,37.870346,-122.267796,Wednesday
17029420,ASSAULT/BATTERY MISD.,ASSAULT,ADELINE STREET & EMERSON ST,2017-05-24 12:08:00,37.854215,-122.269167,Wednesday
17041942,ROBBERY,ROBBERY,FULTON STREET & DURANT AVE,2017-07-19 02:30:00,37.866935,-122.265772,Wednesday
17023224,BURGLARY AUTO,BURGLARY - VEHICLE,2400 DWIGHT WAY,2017-04-26 14:30:00,37.864826,-122.260719,Wednesday
17037326,ROBBERY,ROBBERY,3200 COLLEGE AVE,2017-06-28 12:35:00,37.851038,-122.252448,Wednesday
17017556,BURGLARY AUTO,BURGLARY - VEHICLE,1300 TENTH ST,2017-03-29 18:30:00,37.879996,-122.296893,Wednesday
17090505,IDENTITY THEFT,FRAUD,1600 CARLETON ST,2017-03-08 22:10:00,37.859889,-122.278167,Wednesday
17013020,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,3100 SAN PABLO AVE,2017-03-08 14:00:00,37.821533,-122.276741,Wednesday
17090994,BURGLARY AUTO,BURGLARY - VEHICLE,300 HILLCREST RD,2017-05-24 03:15:00,,,Wednesday
17028034,BURGLARY AUTO,BURGLARY - VEHICLE,2800 SEVENTH ST,2017-05-17 00:00:00,37.855106,-122.29242,Wednesday
17034143,SEXUAL ASSAULT MISD.,SEX CRIME,2500 HASTE ST,2017-06-14 11:48:00,37.866025,-122.258623,Wednesday
17020446,VEHICLE STOLEN,MOTOR VEHICLE THEFT,,2017-04-12 18:00:00,,,Wednesday
17017529,DISTURBANCE,DISORDERLY CONDUCT,1200 UNIVERSITY AVE,2017-03-29 14:00:00,37.869385,-122.28953,Wednesday
17091541,IDENTITY THEFT,FRAUD,2400 STUART ST,2017-06-28 09:05:00,37.859539,-122.259172,Wednesday
17023219,THEFT MISD. (UNDER $950),LARCENY,2500 TELEGRAPH AVE,2017-04-26 15:50:00,37.865009,-122.258767,Wednesday
17034634,FRAUD/FORGERY,FRAUD,3100 LEWISTON AVE,2017-06-14 00:01:00,37.853738,-122.251663,Wednesday
17027841,NARCOTICS,DRUG VIOLATION,2500 HILLEGASS AVE,2017-05-17 02:36:00,37.865149,-122.256487,Wednesday
17027837,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,HASTE STREET & PIEDMONT AVE,2017-05-17 02:11:00,37.866803,-122.251847,Wednesday
17040321,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2500 PIEDMONT AVE,2017-07-12 09:46:00,37.865868,-122.251595,Wednesday
17032742,BURGLARY AUTO,BURGLARY - VEHICLE,GILMAN STREET & NINTH ST,2017-06-07 19:12:00,37.880021,-122.298091,Wednesday
17018912,VANDALISM,VANDALISM,2000 UNIVERSITY AVE,2017-04-05 11:00:00,37.871828,-122.270516,Wednesday
17048101,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2700 BENVENUE AVE,2017-08-16 00:00:00,37.861591,-122.254736,Wednesday
17030939,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2500 DURANT AVE,2017-05-31 00:17:00,37.867852,-122.258699,Wednesday
17049358,MISSING ADULT,MISSING PERSON,ALCATRAZ AVENUE & ADELINE ST,2017-08-09 18:00:00,37.848752,-122.271331,Wednesday
17048165,ASSAULT/BATTERY MISD.,ASSAULT,2000 UNIVERSITY AVE,2017-08-16 14:35:00,37.871828,-122.270516,Wednesday
17026472,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2000 DELAWARE ST,2017-05-10 09:40:00,37.874489,-122.271072,Wednesday
17014374,DOMESTIC VIOLENCE,FAMILY OFFENSE,2900 DOHR ST,2017-03-15 02:30:00,37.854612,-122.281178,Wednesday
17043484,THEFT MISD. (UNDER $950),LARCENY,2800 ADELINE ST,2017-07-26 14:02:00,37.858079,-122.268016,Wednesday
17024876,THEFT MISD. (UNDER $950),LARCENY,1400 SHATTUCK AVE,2017-05-03 14:40:00,37.881957,-122.269551,Wednesday
17039121,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2100 BONAR ST,2017-07-05 20:00:00,37.868747,-122.287342,Wednesday
17091633,VANDALISM,VANDALISM,3000 COLBY ST,2017-08-16 06:40:00,37.854981,-122.257592,Wednesday
17020311,DISTURBANCE,DISORDERLY CONDUCT,UNKNOWN,2017-04-12 10:35:00,,,Wednesday
17048256,DISTURBANCE,DISORDERLY CONDUCT,M L KING JR WAY & HASTE ST,2017-08-16 22:55:00,,,Wednesday
17090955,THEFT MISD. (UNDER $950),LARCENY,1700 FRANCISCO ST,2017-05-17 21:00:00,37.874581,-122.277744,Wednesday
17020474,THEFT MISD. (UNDER $950),LARCENY,2600 TELEGRAPH AVE,2017-04-12 08:00:00,37.862927,-122.258784,Wednesday
17091514,BURGLARY AUTO,BURGLARY - VEHICLE,2300 BLAKE ST,2017-08-02 21:10:00,37.863646,-122.262822,Wednesday
17037354,DISTURBANCE,DISORDERLY CONDUCT,2600 BENVENUE AVE,2017-06-21 16:01:00,37.863522,-122.254992,Wednesday
17012936,DISTURBANCE,DISORDERLY CONDUCT,1900 WARD ST,2017-03-08 00:00:00,37.858856,-122.271592,Wednesday
17044914,VANDALISM,VANDALISM,1200 TENTH ST,2017-08-02 11:25:00,37.882024,-122.29756,Wednesday
17091128,VANDALISM,VANDALISM,1700 STUART ST,2017-06-14 12:00:00,37.857495,-122.275256,Wednesday
17021768,NARCOTICS,DRUG VIOLATION,100 UNIVERSITY AVE,2017-04-19 16:05:00,37.86331,-122.316113,Wednesday
17014490,THEFT MISD. (UNDER $950),LARCENY,2800 ADELINE ST,2017-03-15 14:50:00,37.858079,-122.268016,Wednesday
