 This sf.net email is sponsored by: Jabber - The world's fastest growing 
 real-time communications platform! Don't just IM. Build it in! 
 http://www.jabber.com/osdn/xim
 _______________________________________________
 Spamassassin-talk mailing list
 Spamassassin-talk@lists.sourceforge.net
 https://lists.sourceforge.net/lists/listinfo/spamassassin-talk
 
",0
524,"I need to setup a VPN between a few sites. From what I've read, the the
 choices come down (on the Linux side) to IPsec (using FreeSWAN) or CIPE.
 It seems that FreeSWAN is 'better', being an implementation of IPsec which
 is a standard. However, CIPE does the job as well for Linux clients and is
 somewhat simpler to setup. 
 
 The problem is that it's not a pure Linux situation - a couple of the sites
 run OS-X. I'm pretty sure that I'll be able to find an implementation of
 IPsec for OS-X, but I think CIPE is Linux only.
 
 So, the question is for those of you have have implemented BOTH - is there a
 significant difference in setup time and hassle between CIPE and FreeSWAN ?
 If CIPE is going to be much easier than dealing with FreeSWAN (and whatever
 on the OS-X sites) then I'll simply get a Linux box for each of the remote
 sites - with the low price of hardware, it doesn't take much more complexity
 in software to make buying hardware to use simpler software economic.
 
 
 
 Niall
 
 -- 
 Irish Linux Users' Group: ilug@linux.ie
 http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
 List maintainer: listmaster@linux.ie
 
",0
525,"Once upon a time, Julian wrote :
 
 > I would appreciate it if you could get Gabber packages for Red Hat 8. I 
 > will be making a new release soon, but even in the meantime, 0.8.7 
 > packages would be ok.
 > 
 > I know that in the beta, red hat was using a modified version of 
 > gnome-libs which is incompatible with the latest gnomemm. If this is 
 > still the case in 8, I can send you a patch which makes gnomemm work 
 > again...
 
 I'm facing another problem right now. It looks like libsigc++ is no longer
 included in the distribution, and gtkmm won't compile without it :-/
 I guess I'll have to repackage it myself for 8.0 (assuming it's possible).
 
 Matthias
 
 -- 
 Clean custom Red Hat Linux rpm packages : http://freshrpms.net/
 Red Hat Linux release 7.3 (Valhalla) running Linux kernel 2.4.18-10acpi
 Load : 0.28 0.15 0.10
 
 _______________________________________________
 RPM-List mailing list <RPM-List@freshrpms.net>
 http://lists.freshrpms.net/mailman/listinfo/rpm-list
 
 
",0
526,">How would forgeries (e.g. viruses) be detected?  Would there be an
 >""oops-I-didn't-mean-to-submit-that"" option somehow?
 
 Real viruses are filtered before they reach any mailbox for delivery.
 
 Tose two addresses could be accessible only for internal mail.
 
 And as a user is using this mechanism to build his own database of
 spam/non-spam, that's his problem is he sumbit something wrong.
 
 BTW, same forgery or wrong submission problems would exist if each
 user had his own set of 2 addresses.
 
 Olivier
 
 
 -------------------------------------------------------
 This sf.net email is sponsored by:ThinkGeek
 Welcome to geek heaven.
 http://thinkgeek.com/sf
 _______________________________________________
 Spamassassin-talk mailing list
 Spamassassin-talk@lists.sourceforge.net
 https://lists.sourceforge.net/lists/listinfo/spamassassin-talk
 
 
",0
527,"
 --sm4nu43k4a2Rpi4c
 Content-Type: text/plain; charset=us-ascii
 Content-Disposition: inline
 Content-Transfer-Encoding: quoted-printable
 
 cmeclax po'u le cmevi'u ke'umri <cmeclax@gmx.co.uk> [2002-08-02 19:19:55 -0=
 400]:
 > I added code to my procmailrc (on the other account) so that anything tha=
 t=20
 > comes on Bugtraq and is in Razor is revoked. Bugtraq is moderated, so spa=
 m=20
 > doesn't get through it. The recipe revoked a message about an hour after =
 I=20
 > added it.
 
 The problem with automatic revoke is the same as with automatic
 report.  If spammers spoof a From: Bugtraq address then their spam is
 automatically revoked by you.
 
 Bob
 
 --sm4nu43k4a2Rpi4c
 Content-Type: application/pgp-signature
 Content-Disposition: inline
 
 -----BEGIN PGP SIGNATURE-----
 Version: GnuPG v1.0.7 (GNU/Linux)
 
 iD8DBQE9S2NK0pRcO8E2ULYRAml8AJ95XkpwlAeD+ADm+35642dBeI6rKQCffEoJ
 8HDuR9lyCStzdXzccNpTQhs=
 =fUbp
 -----END PGP SIGNATURE-----
 
 --sm4nu43k4a2Rpi4c--
 
 
 -------------------------------------------------------
 This sf.net email is sponsored by:ThinkGeek
 Welcome to geek heaven.
 http://thinkgeek.com/sf
 _______________________________________________
 Razor-users mailing list
 Razor-users@lists.sourceforge.net
 https://lists.sourceforge.net/lists/listinfo/razor-users
 
 
",0
528,"URL: http://www.askbjoernhansen.com/archives/2002/09/20.html
 Date: 2002-09-20T17:10:35-08:00
 
 Yesterday Viridiana came to my place and dragged me out to look at the sky. It 
 was beautiful. Odd colors and light. Obviously we wondered what it was. Today 
 Jim explains it. (It was a rocket test from the Vandenburg air force base). 
 Very neat. It was a bit too blurred out when I saw it, and there was too much 
 street light to make a good photo, so I am happy to have found the photo from 
 NASA...
 
 
",0
529,">Sorry for the OT. Just wondering if anybody knows of a similar type mailing
 >list specifically dealing with MacOSX?  (which, FYI is a version of BSD)
 
 >Sln,
 
 >Tim
 
 Hi Tim,
 It isn't a ""version"" of anything except NeXTSTEP, with a Mac hackjob.
 It has a bastardised, but functional BSD -layer- which sit's atop Mach and
 uses case insensitive HFS+ but it isn't really a BSD.
 
 (Here's a neat trick, touch ""Makefile"" and ""makefile"", notice the lack of
 error message but the absence of ""makefile"", and don't bother formatting for
 UFS. The Apple UFS implementation performs like a dog, was frozen in 97,
 implemented badly and has not been updated since. HFS+ get's tweaked every
 now and then, but enough screaming has them looking at shoving UFS2 in there
 somewhere down the road. )
 
 Then there's the holdover NeXT inherent weirdness, such as multiple versions
 of common Unix files, but none of them do anything, and all changes you
 would usually append to them have to go through NetInfo Manager.
 
 All in all, I find it to be a functional, if not overly quirky desktop
 environment.
 
 As for your initial question,
 http://www.omnigroup.com/developer/mailinglists/
 
 Regards,
 Mark.
 
 
 
 
 -- 
 Irish Linux Users' Group: ilug@linux.ie
 http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
 List maintainer: listmaster@linux.ie
 
",0
530,"Once upon a time, Yen wrote :
 
 > How do I install / add an additional service port to the system which
 > can be access via Microsoft ODBC driver?
 
 I honestly have no idea, and this is probably not the best list to expect
 an answer as it is supposed to discuss rpm packages/packaging matters.
 
 If you're using Red Hat Linux 7.3, you should try this list :
 https://listman.redhat.com/mailman/listinfo/valhalla-list
 
 Matthias
 
 -- 
 Matthias Saou                                World Trade Center
 -------------                                Edificio Norte 4 Planta
 System and Network Engineer                  08039 Barcelona, Spain
 Electronic Group Interactive                 Phone : +34 936 00 23 23
 
 _______________________________________________
 RPM-List mailing list <RPM-List@freshrpms.net>
 http://lists.freshrpms.net/mailman/listinfo/rpm-list
 
 
",0
531,"
 >>>>> On Wed, 2 Oct 2002, ""Chris"" == Chris Garrigues wrote:
 
   Chris> I'm not sure I'll get to it any time soon.
 
 Well, you have a pretty good idea of when I might get to it (the 
 phrase hell freezes over comes to mind)... so whenever you can 
 will certainly be fine.
 
 Thanks for considering it.  In the meantime I've set the 
 ""minimum entry lines"" to 1.  It certainly isn't going to make me 
 go back to the old version.
 
 --Hal
 
 
 
 
 _______________________________________________
 Exmh-workers mailing list
 Exmh-workers@redhat.com
 https://listman.redhat.com/mailman/listinfo/exmh-workers
 
 
",0
532,"saw this on mutt users.  might be a handy trick for those of with
 hyperactive archiving genes...  :)
 
 this might work better in this long run though:
 
    set record='~/Mail/outbox-`date ""+%Y-%m""`'
 
 On Sat, Jul 27, 2002 at 07:08:57PM +0200, Rocco Rutte wrote:
 > Hi,
 > 
 > * Dean Richard Benson [02-07-27 19:05:49 +0200] wrote:
 > 
 > [...]
 > > So in my mutt config file I have this:
 > > set record=Mail/outbox
 > 
 > > ..that works a treat, except that its starting to grow a
 > > little (after 4 months), and I think maybe the ability to
 > > have an outbox folder and then for the above command to
 > > auto-assign to the correct month?
 > 
 > What about:
 > 
 >   set record='~/Mail/outbox-`date ""+%m""`'
 > 
 > You could also leave it as it currently is and use the
 > <limit> function to view only mails within a specific 
 > date range.
 > 
 >    bye, Rocco
 > 
 
 kevin
 
 -- 
 kevin@suberic.net     that a believer is happier than a skeptic is no more to
 fork()'ed on 37058400    the point than the fact that a drunken man is happier
 meatspace place: home       than a sober one. the happiness of credulity is a
 http://ie.suberic.net/~kevin   cheap & dangerous quality -- g.b. shaw
 
 -- 
 Irish Linux Users' Group: ilug@linux.ie
 http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
 List maintainer: listmaster@linux.ie
 
 
",0
533,"On Sat, Oct 05, 2002 at 06:06:14PM +0100, Padraig Brady mentioned:
 > OK I'm upgrading vorbis on my machine and I'm getting
 > the following:
 > 
 > # rpm -U libvorbis-* vorbis-tools-1.0-1.i386.rpm
 > error: failed dependencies:
 > 	libvorbisfile.so.0   is needed by SDL_mixer-1.2.0-4
 > 	libvorbisfile.so.0   is needed by xmms-1.2.5-7
 > 	libvorbisfile.so.0   is needed by tuxracer-0.61-5
 > 
 > This is because the new libvorbis.rpm only has libvorbisfile.so.3
 > So is this a problem in the other packages depending on
 > a specific version (libvorbisfile.so.0) rather than on the
 > generic libvorbis.so ?
 
  This is a pain. 
 
  The only way you can resolve this, to my knowledge is to download the
 original libvorbis rpm and the new one. Remove the old one, then do:
 
  rpm -Uvh libvorbis-*
 
  RPM then assumes that you want both versions installed at the same time,
 and does so. Why you can't do this after you have one library already
 installed is beyond me.
 
 Kate
 
 -- 
 Irish Linux Users' Group: ilug@linux.ie
 http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
 List maintainer: listmaster@linux.ie
 
 
",0
534,"URL: http://boingboing.net/#85512062
 Date: Not supplied
 
 Hypocrites in the recording industry have been screaming about people stealing 
 music. All the while, they've been robbing CD buyers. 
 
     ...five of the largest U.S. distributors of pre-recorded music CDs and 
     three large retailers agreed to pay millions of dollars in cash and free 
     CDs as part of an agreement on price-fixing allegations.  
 
 Link[1] Discuss[2]
 
 [1] http://blogcritics.org/archives/2002/09/30/123242.php#20020930123242
 [2] http://www.quicktopic.com/16/H/VL2YSRjKGRqHc
 
 
",0
535,"Today's Headlines from The Register
 -----------------------------------
 
     To unsubscribe from this daily news update, see the instructions at
     the end of this message.
 
 
   --------ADVERTISEMENT------------------------------------------------
 
   WIN tickets to a FORMULA ONE EUROPEAN GRAND PRIX!
 
   Neverfail Group plc, business continuity software expert, sponsors Rubens
   Barrichello driver of the Ferrari F1 team. Click here to find out more and
   win tickets: www.neverfailgroup.com/f1theregister.html.
 
   For every new customer that buys Neverfail(tm) products between the
   July-September 2002 Grand Prix season, Neverfail Group plc will grant 2
   tickets to a Grand Prix hospitality event with us next 2003 season.
 
   ---------------------------------------------------------------------
 Software
 
     MS talks to self about not talking about home 802.11b range
     Doesn't actually announce something we all knew very little about already
         http://www.theregister.co.uk/content/4/26152.html
 
     PGP Outlook plugin has major security hole
     Relax, there's a patch
         http://www.theregister.co.uk/content/4/26145.html
 
     MS SQL Server multiple vulns
     Get your daily fixes
         http://www.theregister.co.uk/content/4/26144.html
 
     MS licensing deadline doom looms - buy or die
     Or defect...
         http://www.theregister.co.uk/content/4/26141.html
 
     Software in China, India to top $27bn by 2006
     And China to pass India, says Gartner
         http://www.theregister.co.uk/content/4/26135.html
 
 Personal Hardware
 
     Fox recommends hacked DVD players for The Simpsons
     Cartoon cuffs for Homer?
         http://www.theregister.co.uk/content/54/26139.html
 
 Internet
 
     Soap and WSDL 'must haves' for web services - IDC
     By the end of this year, already...
         http://www.theregister.co.uk/content/6/26138.html
 
     W3C releases first drafts of WSDL 1.2
     Open for comment and review
         http://www.theregister.co.uk/content/6/26137.html
 
 Net Security
 
     IE scripting flaw uncovered
     Full disclosure
         http://www.theregister.co.uk/content/55/26147.html
 
     PGP Outlook plugin has major security hole
     Relax, there's a patch
         http://www.theregister.co.uk/content/55/26145.html
 
     MS SQL Server multiple vulns
     Get your daily fixes
         http://www.theregister.co.uk/content/55/26144.html
 
     Attack of the Cyber-Terror Studies
     No pass mark for Dartmouth College
         http://www.theregister.co.uk/content/55/26143.html
 
 Business
 
     Liberty move on Telewest faces legal challenge
     Bondholders baulking...
         http://www.theregister.co.uk/content/7/26136.html
 
 Broadband
 
     Wales gets broadband boost
     Let's all move to Llandegwning
         http://www.theregister.co.uk/content/22/26146.html
 
 e-business
 
     Yahoo! Back! In! The! Black! 
     Reasons to be cheerful
         http://www.theregister.co.uk/content/23/26140.html
 
 The Vulture Central Mailbag
 
     Open source developers wary of MS graphics patent grab
     OpenGL mail
         http://www.theregister.co.uk/content/35/26156.html
 
     Fighting the Pigopolists with bricks not bluster
     Letters Routing around the RIAA
         http://www.theregister.co.uk/content/35/26154.html
 
 Bootnotes
 
     Welsh Assembly Web site sick
     Sorry to hear that
         http://www.theregister.co.uk/content/28/26153.html
 
 
   --------ADVERTISEMENT------------------------------------------------
 
   WIN tickets to a FORMULA ONE EUROPEAN GRAND PRIX!
 
   Neverfail Group plc, business continuity software expert, sponsors Rubens
   Barrichello driver of the Ferrari F1 team. Click here to find out more and
   win tickets: www.neverfailgroup.com/f1theregister.html.
 
   For every new customer that buys Neverfail(tm) products between the
   July-September 2002 Grand Prix season, Neverfail Group plc will grant 2
   tickets to a Grand Prix hospitality event with us next 2003 season.
 
   ---------------------------------------------------------------------
 The Register and its contents are copyright 2002 Situation Publishing.
 All rights reserved.
 
     Tel:     +44 (0)20 7499 2264.
     Fax:     +44 (0)20 7493 5922.
     E-Mail:  press.releases@theregister.co.uk
 
 To unsubscribe from these daily updates, visit the following URL.  Make
 sure that you enter exactly the same e-mail address as you used to join
 this service.
 
     http://list.theregister.co.uk/cgi-bin/unsub.cgi
 
 
",0
536,"Hello again. I tried all the suggestions for the PCTel driver and at the end of it, everything still goes smoothly until I type ""make"" after I get the output from the ./configure. 
 
 However, there were a couple of things I noticed along the way. After typing 
 * cp configs/kernel-2.4...config .config
 * make oldconfig
 * make dep
 The 2nd to last line I got back said that the modversions.h file was not updated. When I looked at this path to the modversions.h file, it was 281 lines and every line started with a # mark. Is it the case that nothing is read on a line after a # mark (or am I just thinking of another language?) and so should I delete the # at certain places?
 
 Also, when I was in the pctel directory and typed ""make"", I noticed that a different subdirectory is taken to a different modversions.h file. Inside this other file, there's nothing at all. And so I moved the modversions.h file with 281 lines to the empty modversions.h file - and got a different reply after ""make"". The output after I moved the file over mostly looked like this:
 /usr/src/linux-2.4.18-3/linux/modversions.h:11:33: linux/modules/adb.ver: No such file or directory
 /usr/src/linux-2.4.18-3/linux/modversions.h:12:37: linux/modules/af_ax25.ver: No such file or directory
 /usr/src/linux-2.4.18-3/linux/modversions.h:13:36: linux/modules/af_ipx.ver: No such file or directory
 
 The odd lines being the path and the first half of the other lines are what's written after the # in the modversions.h file. Should there be a file at each of these (one at each of the 281 lines of the file) that I'd have to compile/make?
 
 It's taken plenty of elbow grease, but I'm glad it hasn't gone smoothly, it's a good learning experience. Again, any help is appreciated. Thanks, Eric
 
 _____________________________________________________________
 email services provided by trackbike.com, your source for alleycat and trackbike photos. submissions welcome.
 
 _____________________________________________________________
 Promote your group and strengthen ties to your members with email@yourgroup.org by Everyone.net  http://www.everyone.net/?btn=tag
 
 -- 
 Irish Linux Users' Group: ilug@linux.ie
 http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
 List maintainer: listmaster@linux.ie
 
 
",0
537,"As list administrator, your authorization is requested for the
 following mailing list posting:
 
     List:    IIU@iiu.taint.org
     From:    emailharvest@email.com
     Subject: ADV: Harvest lots of E-mail addresses quickly !
     Reason:  Post by non-member to a members-only list
 
 At your convenience, visit:
 
     http://iiu.taint.org/mailman/admindb/iiu
         
 to approve or deny the request.
 
 
",0
538,"URL: http://boingboing.net/#85481626
 Date: Not supplied
 
 DVDSynth is an open source project that allows you to splice in your own 
 footage, alternate audio, subtitles, etc, to any DVD. This means that you can 
 insert your own non-sucky subtitles, make and circulate edit-lists that make 
 highlight reels for your favorite movies, etc, etc. It all amounts to a sweet 
 tool for making the audience into the _former audience_, participants in 
 entertainment. Of course, it's also illegal under the DMCA, since the tool also 
 necessarily circumvents the copy-prevention in pre-recorded DVDs to accomplish 
 its ends. Link[1] Discuss[2] (_via NTK[3]_)
 
 [1] http://www.roundelay.net/dvdsynth/prerelease.html
 [2] http://www.quicktopic.com/boing/H/ymptgyYcJan
 [3] http://www.ntk.net/
 
 
",0
539,"On Tue, 13 Aug 2002, David Raistrick wrote:
 
 > To actually answer Justin's question, (one can assume that he has
 > rewrite_subject and report_header turned on because he wants them..and
 > that he would like to be able to strip the added bits off before he sends
 > them to razor) something as simple as the following would probably work
 > just fine.  Just pipe your message through this, then on into
 > razor-report:
 
 I wouldn't make that assumption.  I'd assume that rewrite_subject was on, 
 and report_header was off, because that's the default configuration, and 
 not everyone knows to go look in the user_prefs file to make those 
 changes.
 
 
 
 -------------------------------------------------------
 This sf.net email is sponsored by: Dice - The leading online job board
 for high-tech professionals. Search and apply for tech jobs today!
 http://seeker.dice.com/seeker.epl?rel_code=31
 _______________________________________________
 Razor-users mailing list
 Razor-users@lists.sourceforge.net
 https://lists.sourceforge.net/lists/listinfo/razor-users
 
 
",0
540,"Hi All,
 
 Damian Conway is in Belfast this week. He will be giving two talks:
 
 o Perl 6 - Tuesday, 3rd September, 7pm, Jury's, Belfast
 o Quantum::Superpositions - Thursday, 5th September, 7pm, Jury's, Belfast
 
 He is also doing training courses...
     http://www.kasei.com/training/damian/
 
 Wesley.
 
 -- 
 Irish Linux Users' Group: ilug@linux.ie
 http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
 List maintainer: listmaster@linux.ie
 
",0
541,"--1166300.1032541006905.JavaMail.Administrator.web5
 Content-Type: text/html
 Content-Transfer-Encoding: 7bit
 
 
 <html>If you can't read this email, please go to: <a href=""http://www.handango.com/palmnewsletter"">http://www.handango.com/palmnewsletter</a> 
 <P>
 <meta http-equiv=""Content-Type"" content=""text/html; charset=iso-8859-1"">
 <table width=""640"" border=""0"" cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF"">
   <tr> 
     <td width=""10"" bgcolor=""#6699CC""><img src=""http://www.handango.com/imgs/Blank.gif"" width=""10"" height=""1""></td>
     <td width=""348""><img src=""http://www.handango.com/imgs/TheChampion2002/TitleBar.gif"" width=""348"" height=""35""></td>
     <td align=""right""><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""><b><font color=""#6699CC""><span class=""PlatformTitle"">Palm 
       OS&reg; Edition&nbsp;&nbsp;&nbsp;</span></font></b><br>
       </font><font face=""Verdana, Arial, Helvetica, sans-serif"" class=""Text"" size=""-2"">Issue 
       #33, September 2002&nbsp;&nbsp;&nbsp;</font></td>
   </tr>
 </table>
 <table width=""640"" border=""0"" cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF"">
   <tr> 
     <td width=""10"" bgcolor=""#6699CC"" height=""77"">&nbsp;</td>
     <td height=""77""><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""></font> 
       <table width=""630"" border=""0"" cellspacing=""0"" cellpadding=""0"">
         <tr> 
           <td width=""129""><img src=""http://www.handango.com/imgs/TheChampion2002/GreenShirt.gif"" width=""121"" height=""83"" hspace=""10"" vspace=""2""></td>
           <td class=""Text"" valign=""bottom"" align=""left""> 
             <p align=""left""><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-2"" color=""#000000"">Personalize 
               your Palm OS device! This issue features apps that are as unique 
               as you are. Customize your launch screen, plan a trip, design a 
               special menu, protect your extra-special information and choose 
               your game: puzzles or tennis. It's all here in September's Handango 
               Champion newsletter!</font></p>
             <table width=""99%"" border=""0"" cellspacing=""0"" cellpadding=""0"">
               <tr>
                 <td width=""26%"">
                   <div align=""center""><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""><b><span class=""ToC""><a href=""#1""><font color=""#336699"" size=""-2"">Featured 
                     Software</font></a></span></b><font size=""-2""><span class=""ToC""></span></font></font></div>
                 </td>
                 <td width=""21%""> 
                   <div align=""center""><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""><font size=""-2""><span class=""ToC""><b><a href=""#2""><font color=""#336699"">What's 
                     New</font></a></b></span></font></font></div>
                 </td>
                 <td width=""25%""> 
                   <div align=""center""><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""><font size=""-2""><span class=""ToC""><b><a href=""#3""><font color=""#336699"">Tips 
                     Of The Trade</font></a></b></span></font></font></div>
                 </td>
                 <td width=""28%""> 
                   <div align=""center""><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""><font size=""-2""><span class=""ToC""><b><a href=""#4""><font color=""#336699"">Champion's 
                     Choice</font></a></b> </span></font></font></div>
                 </td>
               </tr>
             </table>
             
           </td>
         </tr>
       </table>
     </td>
   </tr>
 </table>
 <table width=""640"" border=""0"" cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF"">
   <tr> 
 	<td width=""10"" bgcolor=""#6699CC"" height=""30"">&nbsp;</td>
 	<td colspan=""3"" height=""30""><img src=""http://www.handango.com/imgs/TheChampion2002/FeaturedSoftwareBar.gif"" width=""630"" height=""35""><a name=""1""></a></td>
   </tr>
   <tr> 
 	<td width=""10"" bgcolor=""#6699CC"" height=""101"">&nbsp;</td>
 	<td width=""10""><img src=""http://www.handango.com/imgs/Blank.gif"" width=""10"" height=""8""></td>
 	<td align=""right"" valign=""top"" rowspan=""7"" width=""392""> 
 	  <table border=""0"" cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF"" align=""left"" width=""392"">
 		<tr> 
 		  <td class=""Text"" valign=""top""><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""><b><a href=""http://www.handango.com/PlatformProductDetail.jsp?platformId=1&amp;productType=2&amp;sectionId=0&amp;productId=43448&amp;catalog=1&amp;siteId=159"" class=""ReadMore""><font color=""#336699"">InfoSafe Plus</font></a></b>: Carry important personal info with you securely 
             and always have quick access to it.</font></td>
 		  <td align=""right"" valign=""top"" nowrap><font size=""-1"" face=""Verdana, Arial, Helvetica, sans-serif""><b>$16.99<br>
             <a href=""http://www.handango.com/PlatformProductDetail.jsp?platformId=1&amp;productType=2&amp;sectionId=0&amp;productId=43448&amp;catalog=1&amp;siteId=159"" class=""ReadMore""><font color=""#336699"">Read 
             More</font></a></b><br>
             <b><a href=""http://www.handango.com/basket.jsp?siteId=159&amp;platformId=1&amp;addItem=43448"" class=""BuyNow""><font color=""#009933"">Buy 
             Now</font></a></b></font></td>
 		</tr>
 		<tr> 
 		  <td align=""center"" class=""Text"" valign=""top"">&nbsp;</td>
 		  <td align=""center"" valign=""top"">&nbsp;</td>
 		</tr>
 		<tr> 
 		  <td class=""Text"" valign=""top""><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""><b><a href=""http://www.handango.com/PlatformProductDetail.jsp?platformId=1&amp;productType=2&amp;sectionId=0&amp;productId=15226&amp;catalog=1&amp;siteId=159"" class=""ReadMore""><font color=""#336699"">Pocket 
             Cook Deluxe</font></a></b>: A full-featured recipe app with a menu 
             planner, shopping list and 4,000 supplied recipes.</font></td>
 		  <td align=""right"" valign=""top"" nowrap><font size=""-1"" face=""Verdana, Arial, Helvetica, sans-serif""><b>$19.95<br>
             <a href=""http://www.handango.com/PlatformProductDetail.jsp?platformId=1&amp;productType=2&amp;sectionId=0&amp;productId=15226&amp;catalog=1&amp;siteId=159"" class=""ReadMore""><font color=""#336699"">Read 
             More</font></a></b><br>
             <b><a href=""http://www.handango.com/basket.jsp?siteId=159&amp;platformId=1&amp;addItem=15226"" class=""BuyNow""><font color=""#009933"">Buy 
             Now</font></a></b></font></td>
 		</tr>
 		<tr> 
 		  <td align=""center"" class=""Text"" valign=""top"">&nbsp;</td>
 		  <td align=""center"" valign=""top"">&nbsp;</td>
 		</tr>
 		<tr> 
 		  <td class=""Text"" valign=""top""><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""><b><a href=""http://www.handango.com/PlatformProductDetail.jsp?platformId=1&amp;productType=2&amp;sectionId=0&amp;productId=43483&amp;catalog=1&amp;siteId=159"" class=""ReadMore""><font color=""#336699"">Launcher 
             PLUS!</font></a></b>: Customize your Palm with this cool application 
             launcher and use fun themes, colors and graphics.</font></td>
 		  <td align=""right"" valign=""top"" nowrap><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""><b>$18.00<br>
             <a href=""http://www.handango.com/PlatformProductDetail.jsp?platformId=1&amp;productType=2&amp;sectionId=0&amp;productId=43483&amp;catalog=1&amp;siteId=159"" class=""ReadMore""><font color=""#336699"">Read 
             More</font></a></b><b><a href=""http://www.handango.com/basket.jsp?siteId=159&amp;platformId=1&amp;addItem=43483"" class=""BuyNow""><font color=""#009933""><br>
 			Buy Now</font></a></b></font></td>
 		</tr>
 		<tr> 
 		  <td class=""Text"" valign=""top"">&nbsp;</td>
 		  <td align=""right"" valign=""top"" nowrap>&nbsp;</td>
 		</tr>
 		<tr> 
 		  <td class=""Text"" valign=""top""><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""><b><a href=""http://www.handango.com/PlatformProductDetail.jsp?platformId=1&amp;productType=2&amp;sectionId=0&amp;productId=40498&amp;catalog=1&amp;siteId=159"" class=""ReadMore""><font color=""#336699"">FlipDis</font></a></b>: 
             A fruit-flipping festival of fun comes to the screen of your Palm 
             handheld! <i>Price reduced!</i></font></td>
 		  <td align=""right"" valign=""top"" nowrap><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""><b>$4.99<br>
             <a href=""http://www.handango.com/PlatformProductDetail.jsp?platformId=1&amp;productType=2&amp;sectionId=0&amp;productId=40498&amp;catalog=1&amp;siteId=159"" class=""ReadMore""><font color=""#336699"">Read 
             More<br>
             </font></a></b><b><a href=""http://www.handango.com/basket.jsp?siteId=159&amp;platformId=1&amp;addItem=40498"" class=""BuyNow""><font color=""#009933"">Buy 
             Now</font></a></b></font></td>
 		</tr>
 		<tr> 
 		  <td class=""Text"" valign=""top"">&nbsp;</td>
 		  <td align=""right"" valign=""top"" nowrap>&nbsp;</td>
 		</tr>
 		<tr> 
 		  <td class=""Text"" valign=""top"" height=""32""><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""><b><a href=""http://www.handango.com/PlatformProductDetail.jsp?platformId=1&amp;productType=2&amp;sectionId=0&amp;productId=31433&amp;catalog=1&amp;siteId=159"" class=""ReadMore""><font color=""#336699"">Hexacto's 
             Tennis Addict</font></a></b>: Inspired by the U.S. Open? Purchase 
             this game before Sept. 30 and get a special offer!</font></td>
 		  <td align=""right"" valign=""top"" nowrap height=""32""><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""><b>$19.95<br>
             <a href=""http://www.handango.com/PlatformProductDetail.jsp?platformId=1&amp;productType=2&amp;sectionId=0&amp;productId=31433&amp;catalog=1&amp;siteId=159"" class=""ReadMore""><font color=""#336699"">Read 
             More<br>
             </font></a></b><b><a href=""http://www.handango.com/basket.jsp?siteId=159&amp;platformId=1&amp;addItem=31433"" class=""BuyNow""><font color=""#009933"">Buy 
             Now</font></a></b></font></td>
 		</tr>
 	  </table>
 	</td>
 	<td align=""right"" valign=""top"" rowspan=""7"">
 	  <table width=""220"" border=""0"" cellspacing=""0"" cellpadding=""0"">
 		<tr> 
 		  <td background=""http://www.handango.com/imgs/TheChampion2002/GrayLineVertical.gif"" valign=""top"" height=""186""><img src=""http://www.handango.com/imgs/TheChampion2002/GrayLineTop.gif"" width=""220"" height=""17""> 
             <table width=""209"" border=""0"" cellspacing=""3"" cellpadding=""2"" align=""center"" background=""http://www.handango.com/imgs/Blank.gif"">
               <tr align=""center""> 
                 <td background=""http://www.handango.com/imgs/Blank.gif"" class=""Text"" valign=""top"" height=""133""> 
